,timestamp,full_time,temp,hum,light,soil,status,slope,eta,health
431,2025-11-23 10:50:11,2025-11-23 10:50:11.572367,20.37,50.99,669,0.693,TooWet,-0.00107,397.4,80.0
432,2025-11-23 10:55:11,2025-11-23 10:55:11.567402,20.4,50.99,855,0.693,TooWet,-0.00105,403.66,80.0
433,2025-11-23 11:00:11,2025-11-23 11:00:11.561444,20.36,51.07,459,0.693,TooWet,-0.00111,383.4,80.0
434,2025-11-23 11:05:11,2025-11-23 11:05:11.556517,20.4,50.74,1005,0.692,TooWet,-0.00126,334.85,80.0
435,2025-11-23 11:10:11,2025-11-23 11:10:11.550452,20.4,50.41,503,0.692,TooWet,-0.00127,332.4,80.0
436,2025-11-23 11:15:11,2025-11-23 11:15:11.545415,20.4,50.56,567,0.691,TooWet,-0.0014,301.17,80.0
437,2025-11-23 11:20:11,2025-11-23 11:20:11.538812,20.39,50.45,633,0.691,TooWet,-0.00148,285.28,80.0
438,2025-11-23 11:25:11,2025-11-23 11:25:11.535825,20.39,50.62,431,0.691,TooWet,-0.00147,287.08,80.0
439,2025-11-23 11:30:11,2025-11-23 11:30:11.527189,20.4,50.44,636,0.691,TooWet,-0.00157,267.99,80.0
440,2025-11-23 11:35:11,2025-11-23 11:35:11.522366,20.4,50.28,647,0.69,TooWet,-0.00164,256.39,80.0
441,2025-11-23 11:40:11,2025-11-23 11:40:11.516220,20.34,50.38,620,0.69,TooWet,-0.00171,245.27,80.0
442,2025-11-23 11:45:11,2025-11-23 11:45:11.510416,20.39,50.12,623,0.689,TooWet,-0.0018,233.17,80.0
443,2025-11-23 11:50:11,2025-11-23 11:50:11.506487,20.34,50.23,557,0.689,TooWet,-0.00185,226.74,80.0
444,2025-11-23 11:55:11,2025-11-23 11:55:11.527965,20.46,50.59,2423,0.688,TooWet,-0.00193,217.05,80.0
445,2025-11-23 12:00:11,2025-11-23 12:00:11.494403,20.78,52.63,2436,0.687,TooWet,-0.00201,208.74,80.0
446,2025-11-23 12:05:11,2025-11-23 12:05:11.489383,20.94,53.52,2411,0.686,TooWet,-0.00214,196.45,80.0
447,2025-11-23 12:10:11,2025-11-23 12:10:11.496004,21.16,53.25,2420,0.686,TooWet,-0.00223,187.31,80.0
448,2025-11-23 12:15:11,2025-11-23 12:15:11.478164,21.18,52.75,2413,0.685,TooWet,-0.00231,180.33,80.0
449,2025-11-23 12:20:11,2025-11-23 12:20:11.473341,21.19,51.79,2427,0.685,TooWet,-0.00237,174.17,80.0
450,2025-11-23 12:25:11,2025-11-23 12:25:11.537682,20.91,51.83,2425,0.685,TooWet,-0.00237,174.87,80.0
451,2025-11-23 12:30:11,2025-11-23 12:30:11.470205,20.99,53.1,2364,0.684,TooWet,-0.00245,170.57,80.0
452,2025-11-23 12:35:11,2025-11-23 12:35:11.540649,20.95,53.18,2373,0.684,TooWet,-0.00249,167.63,80.0
453,2025-11-23 12:40:11,2025-11-23 12:40:11.450208,21.12,51.61,2364,0.684,TooWet,-0.00258,159.56,80.0
454,2025-11-23 12:45:11,2025-11-23 12:45:11.444946,21.29,51.63,2387,0.683,TooWet,-0.00259,158.66,80.0
455,2025-11-23 12:50:11,2025-11-23 12:50:11.545427,21.25,51.45,2407,0.683,TooWet,-0.00266,153.84,80.0
456,2025-11-23 12:55:11,2025-11-23 12:55:11.433969,21.23,51.86,2348,0.683,TooWet,-0.00271,151.52,80.0
457,2025-11-23 13:00:11,2025-11-23 13:00:11.475676,21.29,51.94,2335,0.682,TooWet,-0.00266,154.22,80.0
458,2025-11-23 13:05:11,2025-11-23 13:05:11.421566,21.5,51.7,2271,0.682,TooWet,-0.00269,151.64,80.0
459,2025-11-23 13:10:11,2025-11-23 13:10:11.416571,21.45,52.15,2399,0.682,TooWet,-0.00264,154.86,80.0
460,2025-11-23 13:15:11,2025-11-23 13:15:11.409633,21.35,51.32,2409,0.682,TooWet,-0.00266,153.45,80.0
461,2025-11-23 13:20:11,2025-11-23 13:20:11.404247,21.26,51.9,2514,0.682,TooWet,-0.00262,156.65,80.0
462,2025-11-23 13:25:11,2025-11-23 13:25:11.398374,21.15,52.22,2462,0.682,TooWet,-0.0026,158.32,80.0
463,2025-11-23 13:30:11,2025-11-23 13:30:11.393155,21.32,53.89,2297,0.682,TooWet,-0.00258,160.3,80.0
464,2025-11-23 13:35:11,2025-11-23 13:35:11.387671,21.43,53.69,2324,0.681,TooWet,-0.00268,153.91,80.0
465,2025-11-23 13:40:11,2025-11-23 13:40:11.388747,21.53,53.71,533,0.68,TooWet,-0.00276,148.99,80.0
466,2025-11-23 13:45:11,2025-11-23 13:45:11.377495,21.62,53.71,331,0.68,TooWet,-0.00284,144.04,80.0
467,2025-11-23 13:50:11,2025-11-23 13:50:11.374329,21.59,54.16,402,0.68,TooWet,-0.00278,148.19,80.0
468,2025-11-23 13:55:11,2025-11-23 13:55:11.364569,21.63,54.06,506,0.68,TooWet,-0.00279,147.27,80.0
469,2025-11-23 14:00:11,2025-11-23 14:00:11.359933,21.7,53.64,2642,0.679,TooWet,-0.00283,144.23,80.0
470,2025-11-23 14:05:11,2025-11-23 14:05:11.354649,22.56,53.4,2618,0.679,TooWet,-0.00298,134.58,80.0
471,2025-11-23 14:10:11,2025-11-23 14:10:11.349058,23.02,51.36,2530,0.678,TooWet,-0.00307,127.67,80.0
472,2025-11-23 14:15:11,2025-11-23 14:15:11.343269,24.08,54.56,2506,0.677,TooWet,-0.00318,123.15,80.0
473,2025-11-23 14:20:11,2025-11-23 14:20:11.337999,25.39,49.36,2525,0.677,TooWet,-0.00327,112.26,80.0
474,2025-11-23 14:25:11,2025-11-23 14:25:11.331514,25.01,48.76,2515,0.676,TooWet,-0.00328,112.33,80.0
475,2025-11-23 14:30:11,2025-11-23 14:30:11.327255,23.69,52.2,2552,0.676,TooWet,-0.00334,115.75,80.0
476,2025-11-23 14:35:11,2025-11-23 14:35:11.321880,23.2,53.3,2580,0.675,TooWet,-0.00338,116.4,80.0
477,2025-11-23 14:40:11,2025-11-23 14:40:11.317844,22.99,53.77,2551,0.675,TooWet,-0.00344,114.87,80.0
478,2025-11-23 14:45:11,2025-11-23 14:45:11.316222,22.85,53.97,2555,0.675,TooWet,-0.0035,113.39,80.0
479,2025-11-23 14:50:11,2025-11-23 14:50:11.309745,22.76,54.16,2523,0.674,TooWet,-0.00351,113.32,80.0
480,2025-11-23 14:55:11,2025-11-23 14:55:11.305212,22.83,54.33,2519,0.674,TooWet,-0.00348,114.18,80.0
481,2025-11-23 15:00:11,2025-11-23 15:00:11.300551,22.89,53.89,2523,0.674,TooWet,-0.00348,113.87,80.0
482,2025-11-23 15:05:11,2025-11-23 15:05:11.297247,22.69,54.3,2521,0.675,TooWet,-0.00344,115.93,80.0
483,2025-11-23 15:10:11,2025-11-23 15:10:11.292091,22.63,55.52,2517,0.675,TooWet,-0.00342,117.54,80.0
484,2025-11-23 15:15:11,2025-11-23 15:15:11.288430,22.58,54.76,2525,0.675,TooWet,-0.00336,119.47,80.0
485,2025-11-23 15:20:11,2025-11-23 15:20:11.283195,22.44,55.27,2517,0.675,TooWet,-0.00333,120.93,80.0
486,2025-11-23 15:25:11,2025-11-23 15:25:11.281212,22.45,55.02,2519,0.675,TooWet,-0.00333,120.7,80.0
487,2025-11-23 15:30:11,2025-11-23 15:30:11.273806,22.38,55.26,2519,0.675,TooWet,-0.00333,121.05,80.0
488,2025-11-23 15:35:11,2025-11-23 15:35:11.268338,22.34,55.45,2519,0.675,TooWet,-0.00333,121.29,80.0
